"study","title","latitude","longitude","methods","habitat","native_species","native_family","native_growth_cycle","invasive_species","invasive_family","invasive_growth_cycle","invasion_phase","MAT","MAP","fraction","source","index","units","depth","M_native","SD_native","N_native","M_invasive","SD_invasive","N_invasive","lnRR","depth_raw"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Setariaviridis (L.)P.Beauv.","Poaceae","annual","AmbrosiaartemisiifoliaL.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"SOC","F2-1","SOC","g/kg","n/a",10.7999999999999,0.225,5,12.94,0.225,5,0.180777155,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Melilotusofficilis (L.)Pall.","Fabaceae","perennial","AmbrosiaartemisiifoliaL.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"SOC","F2-1","SOC","g/kg","n/a",9.33749999999999,0.225,5,12.9374999999999,0.1125,5,0.326017037,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Chenopodiumalbum L.","Amaranthaceae","annual","AmbrosiaartemisiifoliaL.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"SOC","F2-1","SOC","g/kg","n/a",8.8875,0.337,5,12.9374999999999,0.337,5,0.37539624,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Setariaviridis (L.)P.Beauv.","Poaceae","annual","Bidenspilosa L.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"SOC","F2-1","SOC","g/kg","n/a",10.9325153374233,0,5,14.1349693251533,0.3312,5,0.256788895,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Melilotusofficilis (L.)Pall.","Fabaceae","perennial","Bidenspilosa L.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"SOC","F2-1","SOC","g/kg","n/a",8.94478527607361,0.331,5,14.2453987730061,0.331,5,0.466221318,"n/a"
"R60","Effects of the invasion of Ambrosia artemisiifolia and Bidens pilosa on soil microbial community structures and carbon metabolic pathways","39.3042","116.3607","greenhouse","Homogeneousorchardsinthefield","Chenopodiumalbum L.","Amaranthaceae","annual","Bidenspilosa L.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,513,"SOC","F2-1","SOC","g/kg","n/a",9.38650306748466,0,5,14.1349693251533,0.33,5,0.408654903,"n/a"
"R61","The effects of Spartina alterniflora seaward invasion on soil organic carbon fractions, sources and distribution","33.35-33.38","120.30-120.40","field","beach","n/a","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"SOC","T2","SOC","mg/g","0-20",1.05,0.15,3,6.35,0.3,3,1.799664649,"0-20"
"R2","Alien vs. native plants in a Patagonian wetland elemental ratios and ecosystem stoichiometric impacts","-41.07","-71.27","field","n/a","Eleocharispachycarpa","Cyperaceae","perennial","Potentillaanseri","Rosaceae","perennial","invasive",NA,208.31,"DOC","F5","DOC","mg C/L","n/a",356.626506024096,26.506,55,751.807228915662,43.383471084338,55,0.745784803,"n/a"
"R2","Alien vs. native plants in a Patagonian wetland elemental ratios and ecosystem stoichiometric impacts","-41.07","-71.27","field","n/a","Carexaematorrhyncha","Cyperaceae","perennial","Potentillaanseri","Rosaceae","perennial","invasive",NA,208.31,"DOC","F5","DOC","mg C/L","n/a",479.518072289156,113.253,55,751.807228915662,43.383471084338,55,0.449698029,"n/a"
"R5","Bacterial Succession in Salt Marsh Soils Along a Short-term Invasion Chronosequence of Spartina alterniflora in the Yellow River Estuary, China","31.3-31.17","121.46-122.15","field","wetland","Suaedasalsa","Amaranthaceae","annual","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T2","DOC","mg/kg","n/a",9.7,2.56,3,29.12,7.14,3,1.099299338,"n/a"
"R5","Bacterial Succession in Salt Marsh Soils Along a Short-term Invasion Chronosequence of Spartina alterniflora in the Yellow River Estuary, China","31.3-31.17","121.46-122.15","field","wetland","Suaedasalsa","Amaranthaceae","annual","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T2","DOC","mg/kg","n/a",8.23,1.93,3,42.59,19.33,3,1.643833469,"n/a"
"R5","Bacterial Succession in Salt Marsh Soils Along a Short-term Invasion Chronosequence of Spartina alterniflora in the Yellow River Estuary, China","31.3-31.17","121.46-122.15","field","wetland","Suaedasalsa","Amaranthaceae","annual","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T2","DOC","mg/kg","n/a",5.97,1.13,3,0.82,0.36,3,-1.985197866,"n/a"
"R8","Changes in Soil Organic Carbon Dymics in a tive C4 Plant-Domited Tidal Marsh Following Sparti alterniflora Invasion","26.0036–26.0342","119.3412–119.4040","field","n/a","C.malaccensis","Cyperaceae","annual","S.alterniflora","Poaceae","perennial","invasive",19.6,1350,"DOC","F3","DOC","g/kg","0-10",73.9946380697051,12.5469,3,99.4101876675603,9.9731,3,0.295322763,"0-10"
"R8","Changes in Soil Organic Carbon Dymics in a tive C4 Plant-Domited Tidal Marsh Following Sparti alterniflora Invasion","26.0036–26.0342","119.3412–119.4040","field","n/a","C.malaccensis","Cyperaceae","annual","S.alterniflora","Poaceae","perennial","invasive",19.6,1350,"DOC","F3","DOC","g/kg","10-20",54.3699731903485,7.7212,3,62.4128686327077,3.5389,3,0.137912988,"10-20"
"R8","Changes in Soil Organic Carbon Dymics in a tive C4 Plant-Domited Tidal Marsh Following Sparti alterniflora Invasion","26.0036–26.0342","119.3412–119.4040","field","n/a","C.malaccensis","Cyperaceae","annual","S.alterniflora","Poaceae","perennial","invasive",19.6,1350,"DOC","F3","DOC","g/kg","20-30",40.5361930294906,8.6863,3,41.1796246648793,12.2252,3,0.015663561,"20-30"
"R8","Changes in Soil Organic Carbon Dymics in a tive C4 Plant-Domited Tidal Marsh Following Sparti alterniflora Invasion","26.0036–26.0342","119.3412–119.4040","field","n/a","C.malaccensis","Cyperaceae","annual","S.alterniflora","Poaceae","perennial","invasive",19.6,1350,"DOC","F3","DOC","g/kg","30-40",41.1796246648793,2.5737,3,39.8927613941018,3.5389,3,-0.031827036,"30-40"
"R8","Changes in Soil Organic Carbon Dymics in a tive C4 Plant-Domited Tidal Marsh Following Sparti alterniflora Invasion","26.0036–26.0342","119.3412–119.4040","field","n/a","C.malaccensis","Cyperaceae","annual","S.alterniflora","Poaceae","perennial","invasive",19.6,1350,"DOC","F3","DOC","g/kg","40-50",31.5281501340482,4.1823,3,31.8498659517426,3.5389,3,0.010097908,"40-50"
"R10","Effects of Canada Goldenrod Invasion on Soil Extracellular Enzyme Activities and Ecoenzymatic Stoichiometry","32.14","119.29","field","grassland","P.australis","Poaceae","perennial","P.australis","compositae","perennial","invasive",17.7,1272.1,"DOC","T1","DOC","(×10−1 mg C g−1 soil","0-15",2.86,0.04,4,2.41,0.03,4,-0.171194877,"0-15"
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"DOC","F2","DOC","mg/kg","0-10",37.2857142857142,7.1987,3,101.571428571428,5.9572,3,1.002023022,"0-10"
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"DOC","F2","DOC","mg/kg","10-20",101.25,10.9922,3,82.2857142857142,6.9778,3,-0.207343112,"10-20"
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"DOC","F2","DOC","mg/kg","20-30",51.4285714285714,11.9102,3,154.285714285714,8.6275,3,1.098612289,"20-30"
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"DOC","F2","DOC","mg/kg","30-50",46.9285714285714,5.5101,3,63.6428571428571,9.7123,3,0.30459074,"30-50"
"R14","Exotic grasses and nitrate enrichment alter soil carbon cycling along an urban–rural tropical forest gradient","18.27-18.17","66.6-65.53","field","watershedforest","forest","n/a","n/a","PennisetumpurpureumSchumach.","Poaceae","perennial","invasive",25.7,1750,"DOC","F5","DOC","µg-C g–1","0-20",94.6478873239436,15.2113,3,63.3802816901408,5.0704,3,-0.401037523,"0-20"
"R17","Frequent Fire Reduces the Magnitude of Positive Interactions Between an Invasive Grass and Soil Microbes in Temperate Forests","37.32","88.45","field","forest","Ulmusspecies,Acerspecies,Fraxinusspecies,Juglansnigra,Quercusspecies,Caryaspecies,andPlatanusocci-dentalis","hardwood","n/a","Microstegium","Poaceae","n/a","invasive",NA,12800,"DOC","T2","DOC","µg-C g soil–1","0-5",84.3,17.4,40,107,12,40,0.238446969,"0-5"
"R17","Frequent Fire Reduces the Magnitude of Positive Interactions Between an Invasive Grass and Soil Microbes in Temperate Forests","37.32","88.45","field","forest","Ulmusspecies,Acerspecies,Fraxinusspecies,Juglansnigra,Quercusspecies,Caryaspecies,andPlatanusocci-dentalis","hardwood","n/a","Microstegium","Poaceae","n/a","invasive",NA,12800,"DOC","T2","DOC","µg-C g soil–1","5-10",49.2,10.1,40,73.1,8.1,40,0.395934743,"5-10"
"R17","Frequent Fire Reduces the Magnitude of Positive Interactions Between an Invasive Grass and Soil Microbes in Temperate Forests","37.32","88.45","field","forest","Ulmusspecies,Acerspecies,Fraxinusspecies,Juglansnigra,Quercusspecies,Caryaspecies,andPlatanusocci-dentalis","hardwood","n/a","Microstegium","Poaceae","n/a","invasive",NA,12800,"DOC","T2","DOC","µg-C g soil–1","10-15",42.7,8.8,40,77.9,8.6,40,0.601227033,"10-15"
"R19","Impacts of Spartina alterniflora invasion on soil carbon contents and stability in the Yellow River Delta, China","37.4-37.5","119.1-119.2","field","delta","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","F2","DOC","mg/kg","0-30",45.29284164859,0.7809,3,107.505422993492,3.1236,3,0.864497609,"0-30"
"R19","Impacts of Spartina alterniflora invasion on soil carbon contents and stability in the Yellow River Delta, China","37.4-37.5","119.1-119.2","field","delta","Suaedasalsa","Amaranthaceae","annual","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","F2","DOC","mg/kg","0-30",25.5097613882863,1.3015,3,107.505422993492,3.1236,3,1.438513334,"0-30"
"R19","Impacts of Spartina alterniflora invasion on soil carbon contents and stability in the Yellow River Delta, China","37.4-37.5","119.1-119.2","field","delta","T.chinensi","TaxaceaeGray","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","F2","DOC","mg/kg","0-30",30.9761388286334,0.7809,3,107.505422993492,3.1236,3,1.244242032,"0-30"
"R21","Invasion effects of Chromolaena odorata on soil carbon and nitrogen fractions in a tropical savanna","108.470–108.490","19.050–19.170","field","grassland","Hyptissuavedens,Eragrostiszylindrica,Tridaxprocumbens","Grass","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"DOC","F3","DOC","mg/kg","0-10",71.2280701754385,3.8207,NA,96.8810916179337,4.3665,NA,0.307559021,"0-10"
"R21","Invasion effects of Chromolae odorata on soil carbon and nitrogen fractions in a tropical savan","108.470–108.490","19.050–19.170","field","grassland","Hyptissuavedens,Eragrostiszylindrica,Tridaxprocumbens","Grass","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"DOC","F3","DOC","mg/kg","10-20",104.522417153996,5.371,NA,96.8810916179337,4.3665,NA,-0.075905341,"10-20"
"R21","Invasion effects of Chromolae odorata on soil carbon and nitrogen fractions in a tropical savan","108.470–108.490","19.050–19.170","field","forest","Crotonlaui,Microcospaniculata,Dimocarpuslongga","Forest","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"DOC","F3","DOC","mg/kg","0-10",46.120857699805,8.7329,NA,69.0448343079922,3.8206,NA,0.403439351,"0-10"
"R21","Invasion effects of Chromolae odorata on soil carbon and nitrogen fractions in a tropical savan","108.470–108.490","19.050–19.170","field","forest","Crotonlaui,Microcospaniculata,Dimocarpuslongga","Forest","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"DOC","F3","DOC","mg/kg","10-20",96.6081871345029,1.3645,NA,69.0448343079922,3.8206,NA,-0.335996209,"10-20"
"R25","Methane production potential and methanogenic Methane production potential and methanogenic archaea community dynamics along the Spartina alterniflora invasion chronosequence in a coastal salt marsh","33.36","120.36","field","swamp","Suaedasalsa","Amaranthaceae","annual","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g C kg−1","0-20",0.3,0.03,3,0.46,0.02,3,0.427444015,"0-20"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.08,0,3,0.08,0,3,0,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.23,0,3,0.08,0,3,-1.056052674,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.04,0.01,3,0.08,0.01,3,0.693147181,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Avicenniamari (Forsk.)Vierh.","Acanthaceae","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.06,0.01,3,0.07,0,3,0.15415068,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Avicenniamari (Forsk.)Vierh.","Acanthaceae","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.07,0,3,0.07,0.01,3,0,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Avicenniamari (Forsk.)Vierh.","Acanthaceae","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.11,0.01,3,0.08,0.01,3,-0.318453731,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.07,0,3,0.07,0.01,3,0,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.18,0,3,0.21,0,3,0.15415068,"n/a"
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.17,0.01,3,0.16,0.01,3,-0.060624622,"n/a"
"R33","The effect of plant invasion on soil microbial carbon-use efficiency in semiarid grasslands of the Rocky Mountain West","46.5145","114.0042","field","n/a","Pseudoroegneriaspicata(Pursh)ÁLöve","Poaceae","n/a","Bromustectorum L.","Poaceae","annual","invasive",NA,NA,"DOC","T1","DOC","mg/kg","n/a",124.64,19.3,5,141.21,19.55,5,0.124818562,"n/a"
"R33","The effect of plant invasion on soil microbial carbon-­use efficiency in semi-­arid grasslands of the Rocky Mountain West","46.4048","114.0140","field","n/a","Elymuselymoides(Raf.)Swezey","Poaceae","n/a","Euphorbiaesula L.","EuphorbiaceaeJuss.","perennial","invasive",7.7,350,"DOC","T1","DOC","mg/kg","n/a",124.64,19.3,5,226.05,26.62,5,0.595326632,"n/a"
"R33","The effect of plant invasion on soil microbial carbon-use efficiency in semiarid grasslands of the Rocky Mountain West","46.5145","114.0042","field","n/a","Koelariamacrantha(Ledeb.)Schult.","Poaceae","n/a","CentaureastoebeL.","AsteraceaeBercht.&J.Presl","annual","invasive",7.7,350,"DOC","T1","DOC","mg/kg","n/a",195.7,22.32,5,238.46,48.22,5,0.197618707,"n/a"
"R33","The effect of plant invasion on soil microbial carbon-use efficiency in semiarid grasslands of the Rocky Mountain West","46.4048","114.0140","field","n/a","Boutelouagracilis(Willd.ExKunth)Lag.ExGriffiths","Poaceae","n/a","PotentillarectaLinn.","Rosaceae","perennial","invasive",7.7,350,"DOC","T1","DOC","mg/kg","n/a",176.46,30.86,5,233.76,30.86,5,0.281200726,"n/a"
"R34","The invasive plant Mikania micrantha affects the soil foodweb and plant-soil nutrient contents in orchards","22.35","114.29","field","orchard","Pistaciachinensis Bunge","AcardiaceaeR.Br.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"DOC","T1","DOC","mg/kg","5-10",125,23.78,5,209.53,37.74,5,0.51655319,"5-10"
"R34","The invasive plant Mikania micrantha affects the soil foodweb and plant-soil nutrient contents in orchards","22.52","114.22","field","n/a","Pistaciachinensis Bunge","AcardiaceaeR.Br.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"DOC","T1","DOC","mg/kg","5-10",109.07,20.29,5,321.89,29.86,5,1.082219994,"5-10"
"R34","The invasive plant Mikania micrantha affects the soil foodweb and plant-soil nutrient contents in orchards","23.26","113.28","field","n/a","Pistaciachinensis Bunge","AcardiaceaeR.Br.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"DOC","T1","DOC","mg/kg","5-10",140.24,21.15,5,220,23.59,5,0.450272306,"5-10"
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","0-15",257.894736842105,30.26,3,231.578947368421,14.47,3,-0.107607751,"0-15"
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","15-30",273.684210526315,27.63,3,219.736842105263,13.16,3,-0.219514511,"15-30"
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","30-50",231.578947368421,25,3,227.631578947368,14.47,3,-0.017203882,"30-50"
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","50-75",243.421052631578,14.47,3,206.578947368421,17.11,3,-0.1641006,"50-75"
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","75-100",252.631578947368,25,3,230.263157894736,17.11,3,-0.092716862,"75-100"
"R39","Substrate availability regulates the suppressive effects of Canada goldenrod invasion on soil respiration","32.14","119.29","field","Shore","P.australis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",17.1,1272.1,"DOC","T1","DOC","×10–1 mg C g−1 soil","0-10",1.95,0.01,3,2.32,0.02,3,0.173737813,"0-10"
"R39","Substrate availability regulates the suppressive effects of Cada goldenrod invasion on soil respiration","32.12","119.30","greenhouse","n/a","P.australis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",17.1,1272.1,"DOC","T2","DOC","×10–1 mg C g−1 soil","0-10",1.49,0.04,3,1.69,0.31,3,0.125952409,"0-10"
"R40","Effect of the invasion by Soildago canadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"DOC","F1","DOC","g/kg","0-10",8.39312039312039,1.69,5,8.18673218673218,1.27,5,-0.024126623,"0-10"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"DOC","F1","DOC","g/kg","0-10",6.6044226044226,0.38,5,8.18673218673218,1.27,5,0.215844249,"0-10"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"DOC","F1","DOC","g/kg","0-10",7.39557739557739,0.93,5,8.18673218673218,1.27,5,0.101433898,"0-10"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phaceluruslatifolius (Steud.)Ohwi","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"DOC","F1","DOC","g/kg","10-20",6.74201474201474,0.21,5,4.6093366093366,0.65,5,-0.379832068,"10-20"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Imperatacylindrica (L.)P.Beauv.","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"DOC","F1","DOC","g/kg","10-20",3.95577395577395,0.38,5,4.6093366093366,0.65,5,0.151983832,"10-20"
"R40","Effect of the invasion by Soildago cadensis on soil properties in Hangzhou bay wetland and reclamation district","121.0958","30.1929","field","wetland","Phragmitesaustralis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",16,1273,"DOC","F1","DOC","g/kg","10-20",5.4004914004914,0.38,5,4.6093366093366,0.65,5,-0.158171097,"10-20"
"R41","Effects of moso bamboo invasion on soil active organic carbon and nitrogen in a evergreen broad-leaved forest in subtropical China","30.1830-30.2455","119.2347-119.2827","field","turereserve","forest","n/a","n/a","Phyllostachysedulis","Poaceae","annual","invasive",NA,NA,"DOC","T1","DOC","g/kg","0-20",33.6,10.9,10,36.54,8.55,10,0.083881484,"0-20"
"R43","Effect of invasive plants Ambrosia artemisiifolia L. on soil carbon and nitrogen transition","26.124331","111.354871","field","Forest","TorilisscabraThunb.","Apiaceae","annual","AmbrosiaartemisiifoliaL.","AsteraceaeBercht.&J.Presl","annual","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",10.21,0.79,3,19.31,1.12,3,0.637255464,"n/a"
"R44","Significant changes in soil microbial community structure and metabolic function after Mikania micrantha invasion","23.1305-23.1943","114.1921-114.2706","field","Forest","forest","MyrtaceaeJuss.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"DOC","T1","DOC","mg/kg","0-10",46.46,2.17,6,15.61,1.99,6,-1.090679993,"0-10"
"R50","Grass invasion of a hardwood forest is associated with declines in belowground carbon pools","33.5327","83.2193","field","forest","Acerrubrum,Quercusnigra,Platanusoccidentalis,andLiquidambarstyraciflua","n/a","n/a","M.vimineum","Poaceae","annual","invasive",NA,NA,"DOC","T2","DOC","ug/g dry wt soil -1","0-10",102.97,31.74538706647,6,87.1,38.0895655002784,6,-0.1673808,"0-10"
"R54","Effects of Spartina alterniflora invasion on soil organic carbon composition of mangrove wetland in Zhangjiang River Estuary","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",21.2,1714.5,"DOC","F4","DOC","mg/L","0-15",261.851851851851,27.22,3,237.222222222222,9.07,3,-0.09878384,"0-15"
"R54","Effects of Spartina alterniflora invasion on soil organic carbon composition of mangrove wetland in Zhangjiang River Estuary","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",21.2,1714.5,"DOC","F4","DOC","mg/L","15-30",273.518518518518,31.11,3,221.666666666666,12.96,3,-0.210184956,"15-30"
"R54","Effects of Spartina alterniflora invasion on soil organic carbon composition of mangrove wetland in Zhangjiang River Estuary","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",21.2,1714.5,"DOC","F4","DOC","mg/L","30-50",234.629629629629,23.33,3,230.74074074074,12.96,3,-0.01671827,"30-50"
"R54","Effects of Spartina alterniflora invasion on soil organic carbon composition of mangrove wetland in Zhangjiang River Estuary","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",21.2,1714.5,"DOC","F4","DOC","mg/L","50-75",244.999999999999,19.44,3,210,14.26,3,-0.15415068,"50-75"
"R54","Effects of Spartina alterniflora invasion on soil organic carbon composition of mangrove wetland in Zhangjiang River Estuary","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",21.2,1714.5,"DOC","F4","DOC","mg/L","75-100",257.962962962962,16.85,3,232.037037037037,16.85,3,-0.105894764,"75-100"
